Order ID;Restaurant Name;Location;Order Time;Delivery Time;Delivery Duration (min);Pizza Size;Pizza Type;Toppings Count;Distance (km);Traffic Level;Payment Method;Is Peak Hour;Is Weekend;Delivery Efficiency (min/km);Topping Density;Order Month;Payment Category;Estimated Duration (min);Delay (min);Is Delayed;Pizza Complexity;Traffic Impact;Order Hour;Restaurant Avg Time
ORD257;Domino's;San Francisco, CA;10/9/2024 18:00;10/9/2024 18:25;25;Large;Veg;3;5;High;Cash;VERDADERO;FALSO;5;0,6;September;Offline;12;13;FALSO;9;3;18;30,25943396
ORD258;Domino's;Austin, TX;11/9/2024 19:15;11/9/2024 19:35;20;Medium;Non-Veg;2;3,5;Medium;Card;VERDADERO;FALSO;5,714285714;0,571428571;September;Online;8,4;11,6;FALSO;4;2;19;30,25943396
ORD259;Domino's;Seattle, WA;12/9/2024 20:30;12/9/2024 20:50;20;Small;Vegan;1;2,5;Low;Wallet;VERDADERO;FALSO;8;0,4;September;Online;6;14;FALSO;1;1;20;30,25943396
ORD260;Domino's;Chicago, IL;13/9/2024 18:45;13/9/2024 19:10;25;XL;Cheese Burst;5;4,5;High;UPI;VERDADERO;FALSO;5,555555556;1,111111111;September;Online;10,8;14,2;FALSO;20;3;18;30,25943396
ORD261;Domino's;Miami, FL;14/9/2024 19:00;14/9/2024 19:20;20;Medium;Non-Veg;3;3;Medium;Cash;VERDADERO;VERDADERO;6,666666667;1;September;Offline;7,2;12,8;FALSO;6;2;19;30,25943396
ORD262;Domino's;Denver, CO;15/9/2024 20:00;15/9/2024 20:25;25;Large;Veg;4;5;High;Card;VERDADERO;VERDADERO;5;0,8;September;Online;12;13;FALSO;12;3;20;30,25943396
ORD263;Domino's;Boston, MA;16/9/2024 18:30;16/9/2024 18:50;20;Small;Vegan;2;2;Low;Wallet;VERDADERO;FALSO;10;1;September;Online;4,8;15,2;FALSO;2;1;18;30,25943396
ORD264;Domino's;Dallas, TX;17/9/2024 19:45;17/9/2024 20:10;25;XL;Cheese Burst;5;4,5;Medium;UPI;VERDADERO;FALSO;5,555555556;1,111111111;September;Online;10,8;14,2;FALSO;20;2;19;30,25943396
ORD265;Domino's;Los Angeles, CA;18/9/2024 18:00;18/9/2024 18:20;20;Medium;Non-Veg;3;3,5;High;Cash;VERDADERO;FALSO;5,714285714;0,857142857;September;Offline;8,4;11,6;FALSO;6;3;18;30,25943396
ORD266;Domino's;New York, NY;19/9/2024 20:15;19/9/2024 20:40;25;Large;Veg;4;5;High;Card;VERDADERO;FALSO;5;0,8;September;Online;12;13;FALSO;12;3;20;30,25943396
ORD267;Domino's;San Jose, CA;10/9/2024 18:00;10/9/2024 18:20;20;Medium;Veg;2;3;Low;Cash;VERDADERO;FALSO;6,666666667;0,666666667;September;Offline;7,2;12,8;FALSO;4;1;18;30,25943396
ORD268;Papa John's;Austin, TX;11/9/2024 19:15;11/9/2024 19:45;30;Large;Non-Veg;4;6;Medium;Card;VERDADERO;FALSO;5;0,666666667;September;Online;14,4;15,6;FALSO;12;2;19;28,18627451
ORD269;Pizza Hut;Seattle, WA;12/9/2024 20:30;12/9/2024 21:10;40;XL;Cheese Burst;5;8;High;Wallet;VERDADERO;FALSO;5;0,625;September;Online;19,2;20,8;VERDADERO;20;3;20;29,94845361
ORD270;Little Caesars;Chicago, IL;13/9/2024 18:45;13/9/2024 19:05;20;Small;Vegan;1;2,5;Low;UPI;VERDADERO;FALSO;8;0,4;September;Online;6;14;FALSO;1;1;18;28,84422111
ORD271;Marco's Pizza;Miami, FL;14/9/2024 19:00;14/9/2024 19:50;50;Large;Non-Veg;4;10;High;Cash;VERDADERO;VERDADERO;5;0,4;September;Offline;24;26;VERDADERO;12;3;19;30,28645833
ORD272;Domino's;Denver, CO;15/9/2024 20:00;15/9/2024 20:35;35;Medium;Veg;3;5,5;Medium;Card;VERDADERO;VERDADERO;6,363636364;0,545454545;September;Online;13,2;21,8;VERDADERO;6;2;20;30,25943396
ORD273;Papa John's;Boston, MA;16/9/2024 18:30;16/9/2024 18:50;20;Small;Vegan;2;2;Low;Wallet;VERDADERO;FALSO;10;1;September;Online;4,8;15,2;FALSO;2;1;18;28,18627451
ORD274;Pizza Hut;Dallas, TX;17/9/2024 19:45;17/9/2024 20:25;40;XL;Cheese Burst;5;7,5;High;UPI;VERDADERO;FALSO;5,333333333;0,666666667;September;Online;18;22;VERDADERO;20;3;19;29,94845361
ORD275;Little Caesars;Los Angeles, CA;18/9/2024 18:00;18/9/2024 18:30;30;Medium;Non-Veg;3;4;Medium;Cash;VERDADERO;FALSO;7,5;0,75;September;Offline;9,6;20,4;FALSO;6;2;18;28,84422111
ORD276;Marco's Pizza;New York, NY;19/9/2024 20:15;19/9/2024 21:00;45;Large;Veg;4;9;High;Card;VERDADERO;FALSO;5;0,444444444;September;Online;21,6;23,4;VERDADERO;12;3;20;30,28645833
ORD278;Domino's;New York, NY;15/9/2024 18:45;15/9/2024 19:10;25;Large;Veg;3;5;High;Domino's Cash;VERDADERO;VERDADERO;5;0,6;September;Offline;12;13;FALSO;9;3;18;30,25943396
ORD279;Pizza Hut;Los Angeles, CA;16/9/2024 20:00;16/9/2024 20:30;30;XL;Cheese Burst;5;6,5;Medium;Card;VERDADERO;FALSO;4,615384615;0,769230769;September;Online;15,6;14,4;FALSO;20;2;20;29,94845361
ORD280;Papa John's;Chicago, IL;17/9/2024 19:15;17/9/2024 19:35;20;Medium;Non-Veg;4;4;Low;UPI;VERDADERO;FALSO;5;1;September;Online;9,6;10,4;FALSO;8;1;19;28,18627451
ORD281;Little Caesars;Houston, TX;18/9/2024 18:30;18/9/2024 19:05;35;Small;Vegan;2;7,5;High;Wallet;VERDADERO;FALSO;4,666666667;0,266666667;September;Online;18;17;VERDADERO;2;3;18;28,84422111
ORD282;Marco's Pizza;Phoenix, AZ;19/9/2024 13:00;19/9/2024 13:20;20;Medium;Non-Veg;3;3,5;Low;Card;FALSO;FALSO;5,714285714;0,857142857;September;Online;8,4;11,6;FALSO;6;1;13;30,28645833
ORD283;Domino's;Miami, FL;20/9/2024 18:45;20/9/2024 19:15;30;Large;Veg;4;6;Medium;Domino's Cash;VERDADERO;FALSO;5;0,666666667;September;Offline;14,4;15,6;FALSO;12;2;18;30,25943396
ORD284;Pizza Hut;Denver, CO;21/9/2024 20:15;21/9/2024 20:40;25;XL;Cheese Burst;5;5;Low;UPI;VERDADERO;VERDADERO;5;1;September;Online;12;13;FALSO;20;1;20;29,94845361
ORD285;Papa John's;Boston, MA;22/9/2024 19:30;22/9/2024 19:55;25;Small;Vegan;2;4;High;Wallet;VERDADERO;VERDADERO;6,25;0,5;September;Online;9,6;15,4;FALSO;2;3;19;28,18627451
ORD286;Little Caesars;Dallas, TX;23/9/2024 18:00;23/9/2024 18:20;20;Medium;Non-Veg;3;3;Medium;Card;VERDADERO;FALSO;6,666666667;1;September;Online;7,2;12,8;FALSO;6;2;18;28,84422111
ORD287;Marco's Pizza;Seattle, WA;24/9/2024 13:15;24/9/2024 13:45;30;Medium;Non-Veg;3;6;High;UPI;FALSO;FALSO;5;0,5;September;Online;14,4;15,6;FALSO;6;3;13;30,28645833
ORD288;Domino's;New York, NY;25/9/2024 18:30;25/9/2024 19:00;30;Large;Veg;4;5,5;High;Domino's Cash;VERDADERO;FALSO;5,454545455;0,727272727;September;Offline;13,2;16,8;FALSO;12;3;18;30,25943396
ORD289;Pizza Hut;Los Angeles, CA;26/9/2024 19:45;26/9/2024 20:10;25;XL;Cheese Burst;5;4,5;Low;Cash;VERDADERO;FALSO;5,555555556;1,111111111;September;Offline;10,8;14,2;FALSO;20;1;19;29,94845361
ORD290;Papa John's;Chicago, IL;27/9/2024 20:15;27/9/2024 20:40;25;Medium;Non-Veg;4;3,5;Medium;Card;VERDADERO;FALSO;7,142857143;1,142857143;September;Online;8,4;16,6;FALSO;8;2;20;28,18627451
ORD291;Little Caesars;Houston, TX;28/9/2024 18:30;28/9/2024 18:50;20;Small;Vegan;2;2;Low;Wallet;VERDADERO;VERDADERO;10;1;September;Online;4,8;15,2;FALSO;2;1;18;28,84422111
ORD292;Marco's Pizza;Phoenix, AZ;29/9/2024 13:00;29/9/2024 13:20;20;Medium;Non-Veg;3;3;Low;UPI;FALSO;VERDADERO;6,666666667;1;September;Online;7,2;12,8;FALSO;6;1;13;30,28645833
ORD293;Domino's;Miami, FL;30/9/2024 18:30;30/9/2024 18:55;25;Large;Veg;4;5;High;Domino's Cash;VERDADERO;FALSO;5;0,8;September;Offline;12;13;FALSO;12;3;18;30,25943396
ORD294;Pizza Hut;Denver, CO;1/10/2024 19:45;1/10/2024 20:10;25;XL;Cheese Burst;5;4;High;Card;VERDADERO;FALSO;6,25;1,25;October;Online;9,6;15,4;FALSO;20;3;19;29,94845361
ORD295;Papa John's;Boston, MA;2/10/2024 20:15;2/10/2024 20:40;25;Small;Vegan;2;2,5;Medium;Wallet;VERDADERO;FALSO;10;0,8;October;Online;6;19;FALSO;2;2;20;28,18627451
ORD296;Little Caesars;Dallas, TX;3/10/2024 18:30;3/10/2024 18:50;20;Medium;Non-Veg;3;3,5;Low;UPI;VERDADERO;FALSO;5,714285714;0,857142857;October;Online;8,4;11,6;FALSO;6;1;18;28,84422111
ORD297;Marco's Pizza;Seattle, WA;4/10/2024 13:00;4/10/2024 13:20;20;Medium;Non-Veg;3;3,5;Low;Card;FALSO;FALSO;5,714285714;0,857142857;October;Online;8,4;11,6;FALSO;6;1;13;30,28645833
ORD298;Domino's;New York, NY;5/10/2024 18:30;5/10/2024 18:55;25;Large;Veg;4;5;High;Domino's Cash;VERDADERO;VERDADERO;5;0,8;October;Offline;12;13;FALSO;12;3;18;30,25943396
ORD299;Pizza Hut;Los Angeles, CA;6/10/2024 19:45;6/10/2024 20:10;25;XL;Cheese Burst;5;4,5;Low;Cash;VERDADERO;VERDADERO;5,555555556;1,111111111;October;Offline;10,8;14,2;FALSO;20;1;19;29,94845361
ORD300;Papa John's;Chicago, IL;7/10/2024 20:15;7/10/2024 20:40;25;Medium;Non-Veg;4;3,5;Medium;Card;VERDADERO;FALSO;7,142857143;1,142857143;October;Online;8,4;16,6;FALSO;8;2;20;28,18627451
ORD301;Little Caesars;Houston, TX;8/10/2024 18:30;8/10/2024 18:50;20;Small;Vegan;2;2;Low;Wallet;VERDADERO;FALSO;10;1;October;Online;4,8;15,2;FALSO;2;1;18;28,84422111
ORD302;Marco's Pizza;Phoenix, AZ;9/10/2024 13:00;9/10/2024 13:20;20;Medium;Non-Veg;3;3;Low;UPI;FALSO;FALSO;6,666666667;1;October;Online;7,2;12,8;FALSO;6;1;13;30,28645833
ORD303;Domino's;Miami, FL;10/10/2024 18:30;10/10/2024 18:55;25;Large;Veg;4;5;High;Domino's Cash;VERDADERO;FALSO;5;0,8;October;Offline;12;13;FALSO;12;3;18;30,25943396
ORD304;Pizza Hut;Denver, CO;11/10/2024 19:45;11/10/2024 20:10;25;XL;Cheese Burst;5;4,5;Low;Card;VERDADERO;FALSO;5,555555556;1,111111111;October;Online;10,8;14,2;FALSO;20;1;19;29,94845361
ORD305;Papa John's;Boston, MA;12/10/2024 20:15;12/10/2024 20:40;25;Small;Vegan;2;2,5;Medium;Wallet;VERDADERO;VERDADERO;10;0,8;October;Online;6;19;FALSO;2;2;20;28,18627451
ORD306;Little Caesars;Dallas, TX;13/10/2024 18:30;13/10/2024 18:50;20;Medium;Non-Veg;3;3,5;Low;UPI;VERDADERO;VERDADERO;5,714285714;0,857142857;October;Online;8,4;11,6;FALSO;6;1;18;28,84422111
ORD307;Domino's;New York, NY;26/8/2024 18:00;26/8/2024 18:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;FALSO;6,666666667;0,666666667;August;Online;7,2;12,8;FALSO;4;1;18;30,25943396
ORD308;Papa John's;Chicago, IL;27/8/2024 19:15;27/8/2024 19:45;30;Large;Non-Veg;4;6;Medium;UPI;VERDADERO;FALSO;5;0,666666667;August;Online;14,4;15,6;FALSO;12;2;19;28,18627451
ORD309;Pizza Hut;Los Angeles, CA;28/8/2024 20:30;28/8/2024 21:10;40;XL;Cheese Burst;5;8;High;Hut Points;VERDADERO;FALSO;5;0,625;August;Offline;19,2;20,8;VERDADERO;20;3;20;29,94845361
ORD310;Little Caesars;Houston, TX;29/8/2024 18:45;29/8/2024 19:05;20;Small;Vegan;1;2,5;Low;Cash;VERDADERO;FALSO;8;0,4;August;Offline;6;14;FALSO;1;1;18;28,84422111
ORD311;Marco's Pizza;Phoenix, AZ;30/8/2024 19:00;30/8/2024 19:50;50;Large;Non-Veg;4;10;High;Card;VERDADERO;FALSO;5;0,4;August;Online;24;26;VERDADERO;12;3;19;30,28645833
ORD312;Domino's;Miami, FL;31/8/2024 20:00;31/8/2024 20:35;35;Medium;Veg;3;5,5;Medium;Wallet;VERDADERO;VERDADERO;6,363636364;0,545454545;August;Online;13,2;21,8;VERDADERO;6;2;20;30,25943396
ORD313;Papa John's;Denver, CO;1/9/2024 18:30;1/9/2024 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;VERDADERO;10;1;September;Online;4,8;15,2;FALSO;2;1;18;28,18627451
ORD314;Pizza Hut;Boston, MA;2/9/2024 19:45;2/9/2024 20:25;40;XL;Cheese Burst;5;7,5;High;Hut Points;VERDADERO;FALSO;5,333333333;0,666666667;September;Offline;18;22;VERDADERO;20;3;19;29,94845361
ORD315;Little Caesars;Dallas, TX;3/9/2024 18:00;3/9/2024 18:30;30;Medium;Non-Veg;3;4;Medium;Cash;VERDADERO;FALSO;7,5;0,75;September;Offline;9,6;20,4;FALSO;6;2;18;28,84422111
ORD316;Marco's Pizza;Seattle, WA;4/9/2024 20:15;4/9/2024 21:00;45;Large;Veg;4;9;High;Wallet;VERDADERO;FALSO;5;0,444444444;September;Online;21,6;23,4;VERDADERO;12;3;20;30,28645833
ORD317;Domino's;San Jose, CA;5/9/2024 18:00;5/9/2024 18:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;FALSO;6,666666667;0,666666667;September;Online;7,2;12,8;FALSO;4;1;18;30,25943396
ORD318;Papa John's;Austin, TX;6/9/2024 19:15;6/9/2024 19:45;30;Large;Non-Veg;4;6;Medium;Cash;VERDADERO;FALSO;5;0,666666667;September;Offline;14,4;15,6;FALSO;12;2;19;28,18627451
ORD319;Pizza Hut;San Diego, CA;7/9/2024 20:30;7/9/2024 21:10;40;XL;Cheese Burst;5;8;High;Hut Points;VERDADERO;VERDADERO;5;0,625;September;Offline;19,2;20,8;VERDADERO;20;3;20;29,94845361
ORD320;Little Caesars;Jacksonville, FL;8/9/2024 18:45;8/9/2024 19:05;20;Small;Vegan;1;2,5;Low;Wallet;VERDADERO;VERDADERO;8;0,4;September;Online;6;14;FALSO;1;1;18;28,84422111
ORD321;Marco's Pizza;Fort Worth, TX;9/9/2024 19:00;9/9/2024 19:50;50;Large;Non-Veg;4;10;High;Card;VERDADERO;FALSO;5;0,4;September;Online;24;26;VERDADERO;12;3;19;30,28645833
ORD322;Domino's;Columbus, OH;10/9/2024 20:00;10/9/2024 20:35;35;Medium;Veg;3;5,5;Medium;Wallet;VERDADERO;FALSO;6,363636364;0,545454545;September;Online;13,2;21,8;VERDADERO;6;2;20;30,25943396
ORD323;Papa John's;Charlotte, NC;11/9/2024 18:30;11/9/2024 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;FALSO;10;1;September;Online;4,8;15,2;FALSO;2;1;18;28,18627451
ORD324;Pizza Hut;Indianapolis, IN;12/9/2024 19:45;12/9/2024 20:25;40;XL;Cheese Burst;5;7,5;High;Hut Points;VERDADERO;FALSO;5,333333333;0,666666667;September;Offline;18;22;VERDADERO;20;3;19;29,94845361
ORD325;Little Caesars;San Francisco, CA;13/9/2024 18:00;13/9/2024 18:30;30;Medium;Non-Veg;3;4;Medium;Cash;VERDADERO;FALSO;7,5;0,75;September;Offline;9,6;20,4;FALSO;6;2;18;28,84422111
ORD326;Marco's Pizza;Charlotte, NC;14/9/2024 20:15;14/9/2024 21:00;45;Large;Veg;4;9;High;Wallet;VERDADERO;VERDADERO;5;0,444444444;September;Online;21,6;23,4;VERDADERO;12;3;20;30,28645833
ORD327;Domino's;Detroit, MI;15/9/2024 18:00;15/9/2024 18:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;VERDADERO;6,666666667;0,666666667;September;Online;7,2;12,8;FALSO;4;1;18;30,25943396
ORD328;Papa John's;El Paso, TX;16/9/2024 19:15;16/9/2024 19:45;30;Large;Non-Veg;4;6;Medium;Cash;VERDADERO;FALSO;5;0,666666667;September;Offline;14,4;15,6;FALSO;12;2;19;28,18627451
ORD329;Pizza Hut;Memphis, TN;17/9/2024 20:30;17/9/2024 21:10;40;XL;Cheese Burst;5;8;High;Hut Points;VERDADERO;FALSO;5;0,625;September;Offline;19,2;20,8;VERDADERO;20;3;20;29,94845361
ORD330;Little Caesars;Baltimore, MD;18/9/2024 18:45;18/9/2024 19:05;20;Small;Vegan;1;2,5;Low;Wallet;VERDADERO;FALSO;8;0,4;September;Online;6;14;FALSO;1;1;18;28,84422111
ORD331;Marco's Pizza;Boston, MA;19/9/2024 19:00;19/9/2024 19:50;50;Large;Non-Veg;4;10;High;Card;VERDADERO;FALSO;5;0,4;September;Online;24;26;VERDADERO;12;3;19;30,28645833
ORD332;Domino's;New York, NY;20/9/2024 18:00;20/9/2024 18:20;20;Medium;Veg;2;3;Low;Domino's Cash;VERDADERO;FALSO;6,666666667;0,666666667;September;Offline;7,2;12,8;FALSO;4;1;18;30,25943396
ORD333;Papa John's;Chicago, IL;21/9/2024 19:15;21/9/2024 19:45;30;Large;Non-Veg;4;6;Medium;UPI;VERDADERO;VERDADERO;5;0,666666667;September;Online;14,4;15,6;FALSO;12;2;19;28,18627451
ORD334;Pizza Hut;Los Angeles, CA;22/9/2024 20:30;22/9/2024 21:10;40;XL;Cheese Burst;5;8;High;Hut Points;VERDADERO;VERDADERO;5;0,625;September;Offline;19,2;20,8;VERDADERO;20;3;20;29,94845361
ORD335;Little Caesars;Houston, TX;23/9/2024 18:45;23/9/2024 19:05;20;Small;Vegan;1;2,5;Low;Cash;VERDADERO;FALSO;8;0,4;September;Offline;6;14;FALSO;1;1;18;28,84422111
ORD336;Marco's Pizza;Phoenix, AZ;24/9/2024 19:00;24/9/2024 19:50;50;Large;Non-Veg;4;10;High;Card;VERDADERO;FALSO;5;0,4;September;Online;24;26;VERDADERO;12;3;19;30,28645833
ORD337;Domino's;Miami, FL;25/9/2024 20:00;25/9/2024 20:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;FALSO;6,666666667;0,666666667;September;Online;7,2;12,8;FALSO;4;1;20;30,25943396
ORD338;Papa John's;Chicago, IL;26/9/2024 19:15;26/9/2024 19:45;30;Large;Non-Veg;4;6;Medium;UPI;VERDADERO;FALSO;5;0,666666667;September;Online;14,4;15,6;FALSO;12;2;19;28,18627451
ORD339;Pizza Hut;Los Angeles, CA;27/9/2024 20:30;27/9/2024 21:10;40;XL;Cheese Burst;5;8;High;Hut Points;VERDADERO;FALSO;5;0,625;September;Offline;19,2;20,8;VERDADERO;20;3;20;29,94845361
ORD340;Little Caesars;Houston, TX;28/9/2024 18:45;28/9/2024 19:05;20;Small;Vegan;1;2,5;Low;Cash;VERDADERO;VERDADERO;8;0,4;September;Offline;6;14;FALSO;1;1;18;28,84422111
ORD341;Marco's Pizza;Phoenix, AZ;29/9/2024 19:00;29/9/2024 19:50;50;Large;Non-Veg;4;10;High;Card;VERDADERO;VERDADERO;5;0,4;September;Online;24;26;VERDADERO;12;3;19;30,28645833
ORD342;Domino's;Miami, FL;30/9/2024 20:00;30/9/2024 20:35;35;Medium;Veg;3;5,5;Medium;Wallet;VERDADERO;FALSO;6,363636364;0,545454545;September;Online;13,2;21,8;VERDADERO;6;2;20;30,25943396
ORD343;Papa John's;Denver, CO;1/10/2024 18:30;1/10/2024 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;FALSO;10;1;October;Online;4,8;15,2;FALSO;2;1;18;28,18627451
ORD344;Pizza Hut;Boston, MA;2/10/2024 19:45;2/10/2024 20:25;40;XL;Cheese Burst;5;7,5;High;Hut Points;VERDADERO;FALSO;5,333333333;0,666666667;October;Offline;18;22;VERDADERO;20;3;19;29,94845361
ORD345;Little Caesars;Dallas, TX;3/10/2024 18:00;3/10/2024 18:30;30;Medium;Non-Veg;3;4;Medium;Cash;VERDADERO;FALSO;7,5;0,75;October;Offline;9,6;20,4;FALSO;6;2;18;28,84422111
ORD346;Marco's Pizza;Seattle, WA;4/10/2024 20:15;4/10/2024 21:00;45;Large;Veg;4;9;High;Wallet;VERDADERO;FALSO;5;0,444444444;October;Online;21,6;23,4;VERDADERO;12;3;20;30,28645833
ORD347;Domino's;San Jose, CA;5/10/2024 18:00;5/10/2024 18:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;VERDADERO;6,666666667;0,666666667;October;Online;7,2;12,8;FALSO;4;1;18;30,25943396
ORD348;Papa John's;Austin, TX;6/10/2024 19:15;6/10/2024 19:45;30;Large;Non-Veg;4;6;Medium;Cash;VERDADERO;VERDADERO;5;0,666666667;October;Offline;14,4;15,6;FALSO;12;2;19;28,18627451
ORD349;Pizza Hut;San Diego, CA;7/10/2024 20:30;7/10/2024 21:10;40;XL;Cheese Burst;5;8;High;Hut Points;VERDADERO;FALSO;5;0,625;October;Offline;19,2;20,8;VERDADERO;20;3;20;29,94845361
ORD350;Little Caesars;Jacksonville, FL;8/10/2024 18:45;8/10/2024 19:05;20;Small;Vegan;1;2,5;Low;Wallet;VERDADERO;FALSO;8;0,4;October;Online;6;14;FALSO;1;1;18;28,84422111
ORD351;Marco's Pizza;Fort Worth, TX;9/10/2024 19:00;9/10/2024 19:50;50;Large;Non-Veg;4;10;High;Card;VERDADERO;FALSO;5;0,4;October;Online;24;26;VERDADERO;12;3;19;30,28645833
ORD352;Domino's;Columbus, OH;10/10/2024 20:00;10/10/2024 20:35;35;Medium;Veg;3;5,5;Medium;Wallet;VERDADERO;FALSO;6,363636364;0,545454545;October;Online;13,2;21,8;VERDADERO;6;2;20;30,25943396
ORD353;Papa John's;Charlotte, NC;11/10/2024 18:30;11/10/2024 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;FALSO;10;1;October;Online;4,8;15,2;FALSO;2;1;18;28,18627451
ORD354;Pizza Hut;Indianapolis, IN;12/10/2024 19:45;12/10/2024 20:25;40;XL;Cheese Burst;5;7,5;High;Hut Points;VERDADERO;VERDADERO;5,333333333;0,666666667;October;Offline;18;22;VERDADERO;20;3;19;29,94845361
ORD355;Little Caesars;San Francisco, CA;13/10/2024 18:00;13/10/2024 18:30;30;Medium;Non-Veg;3;4;Medium;Cash;VERDADERO;VERDADERO;7,5;0,75;October;Offline;9,6;20,4;FALSO;6;2;18;28,84422111
ORD356;Marco's Pizza;Charlotte, NC;14/10/2024 20:15;14/10/2024 21:00;45;Large;Veg;4;9;High;Wallet;VERDADERO;FALSO;5;0,444444444;October;Online;21,6;23,4;VERDADERO;12;3;20;30,28645833
ORD357;Domino's;Detroit, MI;15/10/2024 18:00;15/10/2024 18:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;FALSO;6,666666667;0,666666667;October;Online;7,2;12,8;FALSO;4;1;18;30,25943396
ORD358;Papa John's;El Paso, TX;16/10/2024 19:15;16/10/2024 19:45;30;Large;Non-Veg;4;6;Medium;Wallet;VERDADERO;FALSO;5;0,666666667;October;Online;14,4;15,6;FALSO;12;2;19;28,18627451
ORD359;Pizza Hut;Memphis, TN;17/10/2024 20:30;17/10/2024 21:10;40;XL;Cheese Burst;5;8;High;Hut Points;VERDADERO;FALSO;5;0,625;October;Offline;19,2;20,8;VERDADERO;20;3;20;29,94845361
ORD360;Little Caesars;Baltimore, MD;18/10/2024 18:45;18/10/2024 19:05;20;Small;Vegan;1;2,5;Low;Cash;VERDADERO;FALSO;8;0,4;October;Offline;6;14;FALSO;1;1;18;28,84422111
ORD361;Marco's Pizza;Boston, MA;19/10/2024 19:00;19/10/2024 19:50;50;Large;Non-Veg;4;10;High;Card;VERDADERO;VERDADERO;5;0,4;October;Online;24;26;VERDADERO;12;3;19;30,28645833
ORD362;Domino's;New York, NY;20/10/2024 18:00;20/10/2024 18:20;20;Medium;Veg;2;3;Low;Domino's Cash;VERDADERO;VERDADERO;6,666666667;0,666666667;October;Offline;7,2;12,8;FALSO;4;1;18;30,25943396
ORD363;Domino's;Miami, FL;21/10/2024 20:00;21/10/2024 20:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;FALSO;6,666666667;0,666666667;October;Online;7,2;12,8;FALSO;4;1;20;30,25943396
ORD364;Papa John's;Chicago, IL;22/10/2024 19:15;22/10/2024 19:45;30;Large;Non-Veg;4;6;Medium;UPI;VERDADERO;FALSO;5;0,666666667;October;Online;14,4;15,6;FALSO;12;2;19;28,18627451
ORD365;Pizza Hut;Los Angeles, CA;23/10/2024 20:30;23/10/2024 21:10;40;XL;Cheese Burst;5;8;High;Hut Points;VERDADERO;FALSO;5;0,625;October;Offline;19,2;20,8;VERDADERO;20;3;20;29,94845361
ORD366;Little Caesars;Houston, TX;24/10/2024 18:45;24/10/2024 19:05;20;Small;Vegan;1;2,5;Low;Cash;VERDADERO;FALSO;8;0,4;October;Offline;6;14;FALSO;1;1;18;28,84422111
ORD367;Marco's Pizza;Phoenix, AZ;25/10/2024 19:00;25/10/2024 19:50;50;Large;Non-Veg;4;10;High;Card;VERDADERO;FALSO;5;0,4;October;Online;24;26;VERDADERO;12;3;19;30,28645833
ORD368;Domino's;Miami, FL;26/10/2024 20:00;26/10/2024 20:35;35;Medium;Veg;3;5,5;Medium;Wallet;VERDADERO;VERDADERO;6,363636364;0,545454545;October;Online;13,2;21,8;VERDADERO;6;2;20;30,25943396
ORD369;Papa John's;Denver, CO;27/10/2024 18:30;27/10/2024 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;VERDADERO;10;1;October;Online;4,8;15,2;FALSO;2;1;18;28,18627451
ORD370;Pizza Hut;Boston, MA;28/10/2024 19:45;28/10/2024 20:25;40;XL;Cheese Burst;5;7,5;High;Hut Points;VERDADERO;FALSO;5,333333333;0,666666667;October;Offline;18;22;VERDADERO;20;3;19;29,94845361
ORD371;Little Caesars;Dallas, TX;29/10/2024 18:00;29/10/2024 18:30;30;Medium;Non-Veg;3;4;Medium;Card;VERDADERO;FALSO;7,5;0,75;October;Online;9,6;20,4;FALSO;6;2;18;28,84422111
ORD372;Marco's Pizza;Seattle, WA;30/10/2024 20:15;30/10/2024 21:00;45;Large;Veg;4;9;High;Wallet;VERDADERO;FALSO;5;0,444444444;October;Online;21,6;23,4;VERDADERO;12;3;20;30,28645833
ORD373;Domino's;San Jose, CA;31/10/2024 18:00;31/10/2024 18:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;FALSO;6,666666667;0,666666667;October;Online;7,2;12,8;FALSO;4;1;18;30,25943396
ORD374;Papa John's;Austin, TX;1/11/2024 19:15;1/11/2024 19:45;30;Large;Non-Veg;4;6;Medium;Cash;VERDADERO;FALSO;5;0,666666667;November;Offline;14,4;15,6;FALSO;12;2;19;28,18627451
ORD375;Pizza Hut;San Diego, CA;2/11/2024 20:30;2/11/2024 21:10;40;XL;Cheese Burst;5;8;High;Hut Points;VERDADERO;VERDADERO;5;0,625;November;Offline;19,2;20,8;VERDADERO;20;3;20;29,94845361
ORD376;Little Caesars;Jacksonville, FL;3/11/2024 18:45;3/11/2024 19:05;20;Small;Vegan;1;2,5;Low;Wallet;VERDADERO;VERDADERO;8;0,4;November;Online;6;14;FALSO;1;1;18;28,84422111
